EVENT_CONCEPT_ID	DRUG_CONCEPT_NAME	POSSIBLE_LABEL_USE	ICD9	INDICATION_DESCRIPTION	CONDITION_CONCEPT_ID	CONDITION_CONCEPT_NAME
1135766	Phenylephrine	1	427.89	Other specified cardiac dysrhythmias	44824249	Other specified cardiac dysrhythmias
1135766	Phenylephrine	0	455	Hemorrhoids	44823133	Hemorrhoids
1135766	Phenylephrine	0	455.6	Hemorrhoids NOS	44831267	Unspecified hemorrhoids without mention of complication
1135766	Phenylephrine	1	458	Hypotension	44821971	Hypotension
1135766	Phenylephrine	1	458.9	Hypotension NOS	44833594	Hypotension, unspecified
1135766	Phenylephrine	0	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1135766	Phenylephrine	0	565.0	Anal fissure	44824328	Anal fissure
1135766	Phenylephrine	0	569.41	Ulcer of anus and rectum	44824332	Ulcer of anus and rectum
1135766	Phenylephrine	0	698.0	Pruritus ani	44822172	Pruritus ani
1135766	Phenylephrine	0	780.96	Generalized pain	44828147	Generalized pain
1135766	Phenylephrine	0	782.3	Edema	44832710	Edema
1135766	Phenylephrine	0	785.52	Septic shock	44825805	Septic shock
1135766	Phenylephrine	1	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
1395557	fludarabine	1	202.80	Other malignant lymphomas; unspecified site; extranodal and solid organ sites	44835708	Other malignant lymphomas, unspecified site, extranodal and solid organ sites
1395557	fludarabine	1	204.1	Lymphoid leukemia; chronic	44831013	Lymphoid leukemia, chronic
1395557	fludarabine	1	204.10	Chronic lymphoid leukemia without mention of having achieved remission	44834519	Chronic lymphoid leukemia, without mention of having achieved remission
1197677	Clemastine	1	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1197677	Clemastine	1	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
1197677	Clemastine	1	708	Urticaria	44822178	Urticaria
1197677	Clemastine	1	708.9	Unspecified urticaria	44833802	Urticaria, unspecified
1197677	Clemastine	0	780.60	Fever; unspecified	44824617	Fever, unspecified
1197677	Clemastine	0	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
903459	Dolasetron	1	787.02	Nausea alone	44831591	Nausea alone
903459	Dolasetron	1	787.03	Vomiting alone	44829300	Vomiting alone
1325124	Dicumarol	0	415.19	Other pulmonary embolism and infarction	44819706	Other pulmonary embolism and infarction
1325124	Dicumarol	0	453.9	Embolism and thrombosis of unspecified site	44833591	Other venous embolism and thrombosis of unspecified site
1325124	Dicumarol	0	459.9	Unspecified circulatory system disorder	44831270	Unspecified circulatory system disorder
924724	Dicyclomine	1	564.1	Irritable bowel syndrome	44836022	Irritable bowel syndrome
924724	Dicyclomine	0	569.9	Unspecified disorder of intestine	44829054	Unspecified disorder of intestine
924724	Dicyclomine	0	728.85	Spasm of muscle	44836213	Spasm of muscle
924724	Dicyclomine	0	781.0	Abnormal involuntary movements	44836290	Abnormal involuntary movements
920458	Betamethasone	0	686.9	Unspecified local infection of skin and subcutaneous tissue	44822163	Unspecified local infection of skin and subcutaneous tissue
920458	Betamethasone	0	690.1	Seborrheic dermatitis	44821088	Seborrheic dermatitis
920458	Betamethasone	0	690.10	Seborheic dermatitis; unspecified	44821089	Seborrheic dermatitis, unspecified
920458	Betamethasone	1	691.8	Other atopic dermatitis	44824472	Other atopic dermatitis and related conditions
920458	Betamethasone	1	692.9	Contact dermatitis and other eczema; unspecified cause	44821092	Contact dermatitis and other eczema, unspecified cause
920458	Betamethasone	0	696.1	Other psoriasis and similar disorders excluding psoriatic arthropathy	44819938	Other psoriasis
920458	Betamethasone	0	698.0	Pruritus ani	44822172	Pruritus ani
920458	Betamethasone	0	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
920458	Betamethasone	0	706.3	Seborrhea	44829186	Seborrhea
920458	Betamethasone	1	709.9	Unspecified disorder of skin and subcutaneous tissue	44826854	Unspecified disorder of skin and subcutaneous tissue
920458	Betamethasone	1	799.89	Other ill-defined conditions	44837456	Other ill-defined conditions
1351935	factor IX	1	286.0	Congenital factor VIII disorder	44822959	Congenital factor VIII disorder
1351935	factor IX	1	286.1	Congenital factor IX disorder	44834574	Congenital factor IX disorder
1351935	factor IX	0	286.3	Congenital deficiency of other clotting factors	44836947	Congenital deficiency of other clotting factors
1351935	factor IX	1	286.7	Acquired coagulation factor deficiency	44824099	Acquired coagulation factor deficiency
1351935	factor IX	1	459.0	Hemorrhage NOS	44827814	Hemorrhage, unspecified
949759	halobetasol	0	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
949759	halobetasol	1	709.9	Unspecified disorder of skin and subcutaneous tissue	44826854	Unspecified disorder of skin and subcutaneous tissue
19078097	Idarubicin	1	205.0	Myeloid leukemia; acute	44820645	Myeloid leukemia, acute
19078097	Idarubicin	1	205.00	Acute myeloid leukemia without mention of having achieved remission	44826430	Acute myeloid leukemia, without mention of having achieved remission
19078097	Idarubicin	0	205.1	Myeloid leukemia; chronic	44819465	Myeloid leukemia, chronic
19078097	Idarubicin	0	205.10	Chronic myeloid leukemia without mention of having achieved remission	44832156	Chronic myeloid leukemia, without mention of having achieved remission
19078097	Idarubicin	1	208	Leukemia of unspecified cell type	44829849	Leukemia of unspecified cell type
19078097	Idarubicin	1	208.9	Unspecified leukemia	44827588	Unspecified leukemia
19078097	Idarubicin	1	208.90	Unspecified leukemia without mention of having achieved remission	44829852	Unspecified leukemia, without mention of having achieved remission
19078097	Idarubicin	0	239.3	Neoplasm of unspecified nature of breast	44826452	Neoplasm of unspecified nature of breast
919681	Benzyl Alcohol	1	132.0	Pediculus capitis [head louse]	44827537	Pediculus capitis [head louse]
919681	Benzyl Alcohol	1	132.9	Pediculosis NOS	44827538	Pediculosis, unspecified
950435	Citric Acid	0	588.89	Other specified disorders resulting from impaired renal function	44827890	Other specified disorders resulting from impaired renal function
1797258	Cilastatin	0	041.9	Bacterial infection; unspecified; in conditions classified elsewhere and of unspecified site	44833228	Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site
1786621	Cephalexin	1	041.00	Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site	44821669	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
1786621	Cephalexin	0	041.10	Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site	44830920	Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified
1786621	Cephalexin	0	041.49	Other and unspecified Escherichia coli [E. coli]	44829736	Other and unspecified Escherichia coli [E. coli]
1786621	Cephalexin	0	041.6	Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site	44835611	Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site
1786621	Cephalexin	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
1786621	Cephalexin	1	382.9	Unspecified otitis media	44831215	Unspecified otitis media
1786621	Cephalexin	0	462	Acute pharyngitis	44833596	Acute pharyngitis
1786621	Cephalexin	0	482.9	Bacterial pneumonia NOS	44821984	Bacterial pneumonia, unspecified
1786621	Cephalexin	1	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
1786621	Cephalexin	0	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
1786621	Cephalexin	0	998.59	Other postoperative infection	44826039	Other postoperative infection
1786621	Cephalexin	0	E928.3	Human bite	44837702	Human bite
1541079	Corticotropin	0	255.9	Unspecified disorder of adrenal glands	44834552	Unspecified disorder of adrenal glands
1541079	Corticotropin	1	345.6	Infantile spasms	44827697	Infantile spasms
1541079	Corticotropin	1	345.60	Infantile spasms; without mention of intractable epilepsy	44835838	Infantile spasms, without mention of intractable epilepsy
909358	Cyclizine	0	787.02	Nausea alone	44831591	Nausea alone
909358	Cyclizine	0	787.03	Vomiting alone	44829300	Vomiting alone
909358	Cyclizine	0	994.6	Motion sickness	44828339	Motion sickness
19051646	Dextran 1	0	415.19	Other pulmonary embolism and infarction	44819706	Other pulmonary embolism and infarction
19051646	Dextran 1	0	453.9	Embolism and thrombosis of unspecified site	44833591	Other venous embolism and thrombosis of unspecified site
19051646	Dextran 1	0	785.50	Shock NOS	44835083	Shock, unspecified
19051646	Dextran 1	0	995.0	Other anaphylactic reaction	44834121	Other anaphylactic reaction
19019122	Dextran 40	0	415.19	Other pulmonary embolism and infarction	44819706	Other pulmonary embolism and infarction
19019122	Dextran 40	0	453.9	Embolism and thrombosis of unspecified site	44833591	Other venous embolism and thrombosis of unspecified site
19019122	Dextran 40	0	785.50	Shock NOS	44835083	Shock, unspecified
1319156	Dextran 70	0	415.19	Other pulmonary embolism and infarction	44819706	Other pulmonary embolism and infarction
1319156	Dextran 70	0	453.9	Embolism and thrombosis of unspecified site	44833591	Other venous embolism and thrombosis of unspecified site
1319156	Dextran 70	0	785.50	Shock NOS	44835083	Shock, unspecified
1149196	Cetirizine	1	375.2	Epiphora	44827747	Epiphora
1149196	Cetirizine	1	375.20	Epiphora NOS	44835892	Epiphora, unspecified as to cause
1149196	Cetirizine	1	379.99	Other ill-defined disorders of eye	44819674	Other ill-defined disorders of eye
1149196	Cetirizine	1	477.0	Allergic rhinitis due to pollen	44831272	Allergic rhinitis due to pollen
1149196	Cetirizine	1	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1149196	Cetirizine	1	478.19	Other diseases of nasal cavity and sinuses	44821980	Other disease of nasal cavity and sinuses
1149196	Cetirizine	1	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
1149196	Cetirizine	1	708	Urticaria	44822178	Urticaria
1149196	Cetirizine	1	708.9	Unspecified urticaria	44833802	Urticaria, unspecified
1149196	Cetirizine	1	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
724908	Biperiden	0	332	Parkinson's disease	44826540	Parkinson's disease
724908	Biperiden	1	332.0	Paralysis agitans	44819574	Paralysis agitans
724908	Biperiden	0	977.9	Poisoning by unspecified drug or medicinal substance	44831777	Poisoning by unspecified drug or medicinal substance
927194	Dihydroxyacetone	0	692.70	Unspecified dermatitis due to sun	44822165	Unspecified dermatitis due to sun
927194	Dihydroxyacetone	0	709.00	Dyschromia; unspecified	44821101	Dyschromia, unspecified
1747157	Delavirdine	0	042	Human immunodeficiency virus [HIV] disease	44829737	Human immunodeficiency virus [HIV] disease
915175	Bacitracin	0	008.45	Intestinal infection due to clostridium difficile	44826288	Intestinal infection due to Clostridium difficile
915175	Bacitracin	0	041.00	Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site	44821669	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
915175	Bacitracin	0	041.10	Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site	44830920	Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified
915175	Bacitracin	1	379.99	Other ill-defined disorders of eye	44819674	Other ill-defined disorders of eye
915175	Bacitracin	1	510	Empyema	44825476	Empyema
915175	Bacitracin	1	510.9	Empyema without mention of fistula	44826683	Empyema without mention of fistula
998415	Clobetasol	1	692.9	Contact dermatitis and other eczema; unspecified cause	44821092	Contact dermatitis and other eczema, unspecified cause
998415	Clobetasol	1	696.1	Other psoriasis and similar disorders excluding psoriatic arthropathy	44819938	Other psoriasis
998415	Clobetasol	1	709.9	Unspecified disorder of skin and subcutaneous tissue	44826854	Unspecified disorder of skin and subcutaneous tissue
19037833	Domperidone	1	535.50	Unspecified gastritis and gastroduodenitis; without mention of hemorrhage	44829039	Unspecified gastritis and gastroduodenitis, without mention of hemorrhage
19037833	Domperidone	1	536.3	Gastroparesis	44822024	Gastroparesis
19037833	Domperidone	1	569.9	Unspecified disorder of intestine	44829054	Unspecified disorder of intestine
19037833	Domperidone	1	787.02	Nausea alone	44831591	Nausea alone
19037833	Domperidone	1	787.03	Vomiting alone	44829300	Vomiting alone
932745	Bumetanide	0	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
932745	Bumetanide	1	428	Heart failure	44824250	Heart failure
932745	Bumetanide	1	428.0	Congestive heart failure (CHF) NOS	44826642	Congestive heart failure, unspecified
932745	Bumetanide	1	428.9	Heart failure unspecified	44827796	Heart failure, unspecified
932745	Bumetanide	0	514	Pulmonary congestion and hypostasis	44825477	Pulmonary congestion and hypostasis
932745	Bumetanide	0	571.5	Cirrhosis of liver without mention of alcohol	44832477	Cirrhosis of liver without mention of alcohol
932745	Bumetanide	1	581	Nephrotic syndrome	44820966	Nephrotic syndrome
932745	Bumetanide	1	581.9	Nephrotic syndrome with unspecified pathological lesion in kidney	44829060	Nephrotic syndrome with unspecified pathological lesion in kidney
932745	Bumetanide	0	584	Acute renal failure	44833658	Acute kidney failure
932745	Bumetanide	0	584.9	Acute renal failure NOS	44826731	Acute kidney failure, unspecified
932745	Bumetanide	0	585.6	End stage renal disease	44827889	End stage renal disease
932745	Bumetanide	0	585.9	Chronic kidney disease; unspecified	44836035	Chronic kidney disease, unspecified
932745	Bumetanide	0	586	Renal failure unspecified	44829062	Renal failure, unspecified
932745	Bumetanide	1	593.9	Unspecified disorder of kidney and ureter	44824345	Unspecified disorder of kidney and ureter
932745	Bumetanide	1	782.3	Edema	44832710	Edema
932745	Bumetanide	0	789.5	Ascites	44822307	Ascites
932745	Bumetanide	0	789.59	Other ascites	44820070	Other ascites
932745	Bumetanide	0	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
19004718	Demecarium	0	365.02	Anatomical narrow angle borderline glaucoma	44819623	Anatomical narrow angle borderline glaucoma
19004718	Demecarium	0	378.30	Heterotropia NOS	44824206	Heterotropia, unspecified
19004718	Demecarium	0	378.4	Heterophoria	44837073	Heterophoria
19004718	Demecarium	0	378.40	Heterophoria NOS	44833524	Heterophoria, unspecified
19004718	Demecarium	0	378.9	Unspecified disorder of eye movements	44828951	Unspecified disorder of eye movements
1714527	Demeclocycline	0	033.0	Whooping cough due to bordetella pertussis (b. pertussis)	44822811	Whooping cough due to bordetella pertussis [B. pertussis]
