rxnorm_ingredient_concept_id	rxnorm_ingredient_concept_name	atc5_concept_name	atc3_concept_name	atc1_concept_name
43532205	TRIMETHYLPENTANEDIOL-ADIPIC ACID-GLYCERIN CROSSPOLYMER (25000 MPA.S)			
43014230	quince extract			
43014231	polacrillin			
43014232	polarcrillin			
43014234	polyacrylate			
43014235	polyglyceryl-3 oleate			
43014122	n-(carbonyl-methoxypolyethylene glycol 2000)-1,2-distearoyl-sn-glycero-3-phosphoethanolamine			
43014123	medronate			
43014124	naringenin			
43014125	pentaerythritol tetrakis(3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate)			
43014126	pentetate calcium			
43014045	caryophyllene			
43014046	caseinate			
43014047	cholesteryl oleate			
43014051	dehydroacetate			
43014052	cetostearyl sulfate			
43014053	cetyl lactate			
43014054	cinnamate			
43014055	cinnamic aldehyde			
43014056	caproamphodipropionate			
43014057	caprylyl-capryl oligoglucoside			
43014062	disilver oxide			
43014063	disperse blue 106			
43014068	human adipose preparation			
43014069	dodecahydroxycyclohexane			
43014070	dodecylbenzenesulfonate			
43014074	gentisate			
43014075	geraniol			
43014081	glaucine			
43013166	treponema pallidum immunoserum rabbit			
43013167	treponemic skin canker preparation, human			
43013168	triphosphoric acid			
43013169	propionamide			
43013170	propylene glycol methyl ether			
43532206	TRIMETHYLSILOXYSILICATE (M-Q 0.6-0.8)			
43532207	TRIMETHYLSILOXYSILICATE (M-Q 0.8-1.0)			
43532209	Taenia saginata preparation			
43532213	Uric Acid			
43532214	Usnea barbata extract			
43532215	Ustilago maydis extract			
43532217	Tropaeolum majus extract			
43532219	Trichinella spiralis			
43532220	UNDECYLENOYL GLYCINE			
43532221	Ulmus rubra Pollen Allergenic Extract			
44507587	Malus domestica whole extract			
44507591	Melilotus indicus whole extract			
43532539	vilanterol			
43560778	tulathromycin A			
43532386	HYDROGENATED SOYBEAN LECITHIN			
43532387	Hydrobromic Acid			
43532388	HYDROLYSED MARINE COLLAGEN (ENZYMATIC; 2000 MW)			
43532389	HYDROLYZED WHEAT PROTEIN (ENZYMATIC, 3000 MW)			
44785640	Cetyl behenate			
44785655	Dinitolmide			
44785660	Eperua falcata bark extract			
44785539	2-benzylheptanol			
44785547	Acacia dealbata flower extract			
44785566	Behenyl benzoate			
44785670	Equus Caballus Leg Callous Preparation			
44785679	GALIUM BOREALE LEAF EXTRACT			
44785680	GERANIUM MACULATUM WHOLE EXTRACT			
44785681	Geranium maculatum root oil			
44785689	HYDROXYETHYL CELLULOSE (280 MPA.S AT 5%)			
44785690	Hyoscyamus niger leaf extract			
44785694	Lachesis muta whole extract			
44785695	Isodon rubescens top extract			
44785699	Lawsonia inermis flowering top extract			
44785700	MELALEUCA ALTERNIFOLIA WHOLE EXTRACT			
44785602	Butyl Levulinate			
44785611	black currant juice			
44785612	Boerhavia diffusa root extract			
44785613	CANARIUM LUZONICUM WHOLE EXTRACT			
44785614	1-Octanol			
44785623	CINNAMOMUM CAMPHORA WHOLE EXTRACT			
44784654	3-n-butylphthalide			
44784657	ACETAMIDOPROPYL TRIMONIUM			
44784660	AMODIMETHICONE (3500 CST)			
43532160	RINFABATE			
43532162	SALVIA SCLAREA SEED OIL			
43532163	SCABIES LESION LYSATE (HUMAN)			
43560535	European elderberry juice			
42903602	influenza B virus, B Panama-45-90 hemmagglutinin antigen, inactivated			
42903603	ACONITIC ACID, (Z)-			
42903605	benzenesulfonate			
42903606	URANYL NITRATE HEXAHYDRATE			
42903607	Aspergillus niger immunoserum rabbit			
42903608	manganese phosphate			
42903609	2,5-PIPERAZINEDIONE			
42903610	3-PHYTASE B (ASPERGILLUS NIGER)			
42903611	5-HYDROXYTRYPTOPHAN, DL-			
42903612	Allium cepa whole extract			
42903613	ammonium bromide			
42903614	ammonium ion			
42903615	AMOEBA PROTEUS			
42903616	Anguilla rostrata blood serum			
42899629	Nymphaea odorata root extract			
42899630	Parsely seed oil			
42899632	Passiflora incarnata fruit extract			
42899633	Paullinia cupana seed extract			
43013171	teduglutide	Various alimentary tract and metabolism products	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	ALIMENTARY TRACT AND METABOLISM
43013178	polydatin			
43013179	polyglyceryl-3 distearate			
43013180	polymetaphosphate			
43013181	polysorbate 40			
43013182	ponatinib	Protein kinase inhibitors	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
43013193	raxibacumab	Specific immunoglobulins	IMMUNE SERA AND IMMUNOGLOBULINS	ANTIINFECTIVES FOR SYSTEMIC USE
43013201	potassium nitrite			
43013212	pirlimycin			
43013225	1,2-benzisothiazoline-3-one			
43013226	1-ETHYL-2-PYRROLECARBOXALDEHYDE			
43013227	1-butyl oleate			
43013229	10-hydroxydecanoate			
43014127	laidlomycin propionate			
43014129	phenylisothiocyanate			
43014130	laurate			
43014131	laureth sulfosuccinate			
43014132	laureth-2 sulfate			
43014133	nonoxynol-4			
43014134	lauroamphoacetate			
43014135	lauroamphodiacetate			
43012281	n-decyl alcohol			
43012282	polydextrose			
43012283	salicyl alcohol			
43012284	sorbitan monolaurate			
43012285	sorbitan monooleate			
43012286	sorbitan monostearate			
43012287	sorbitan sesquioleate			
43012288	stannic oxide			
43012289	sucrose monostearate			
43012290	tert-Butyl Alcohol			
43012291	thioglycerol			
43012292	cabozantinib	Protein kinase inhibitors	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
43012293	hydroxyethyl starch 130-0.4			
43012294	boron nitride			
43012295	alpha-arbutin			
43014159	methyl 2-sulfolaurate			
43014160	methyl aminomethylcyclohexane carboxamide			
43014161	methyl cocoyl taurate			
43014162	dihydroxybenzoate			
43014163	dihydroxycetyl phosphate			
43014164	dihydroxypropyltrimonium			
43014165	dimercaptosuccinate			
43014175	p-chloro-m-cresol			
43014176	ilomastat			
43014177	palm kernelate			
43014178	palmitate			
43014179	palmitoyl dipeptide-7			
43014180	palmitoyl glutamate			
43014181	palmitoyl proline			
43014182	mipomersen	Other lipid modifying agents	LIPID MODIFYING AGENTS	CARDIOVASCULAR SYSTEM
43014193	raspberry extract			
43014194	tetrachloroaurate			
43014195	tetrafluoromethane			
43014199	thioglycolate			
43014200	sesquicarbonate			
43014201	thiotaurine			
43014202	shellac			
43014206	retinyl linoleate			
43014207	ricinoleic monoethanolamide sulfosuccinate			
43014208	snail preparation			
43014209	sodium lauroyl 1-methyl isethionate			
43014210	stannate			
43014211	starch glycolate			
43014212	starch glycolate type a corn			
43014213	starch glycolate type a potato			
43014214	starch glycolate type b potato			
43013233	12-hydroxystearate			
42903592	4-methyl anisole			
42898360	Arnica montana root extract			
42898361	Aronia melanocarpa fruit extract			
42898363	Artemisia argyi leaf extract			
42899634	Paulownia tomentosa leaf extract			
42899635	Phenethylamine			
42899636	Pelargonium graveolens flower oil			
42898558	CALOPHYLLUM TACAMAHACA SEED OIL			
42898559	CAMELINA SATIVA SEED OIL			
42898560	CAMELLIA JAPONICA SEED OIL			
42898561	CAMELLIA KISSII SEED OIL			
42898562	CAMELLIA OIL			
42898563	CAMPHOR LEAF OIL			
42898564	CANNABIS SATIVA SEED OIL			
42898565	CAPRYL METHICONE			
42898566	CAPRYLHYDROXAMIC ACID			
42898567	CAPRYLOYL GLYCINE			
42898568	CAPRYLYL GLUCOSIDE			
42898569	CARAPA GUIANENSIS SEED OIL			
42898570	Bromine			
42898571	CARBOMER COPOLYMER TYPE A			
42898572	carbomer homopolymer type c			
42898573	CARBOMER INTERPOLYMER TYPE A (ALLYL SUCROSE CROSSLINKED)			
42898574	CARROT SEED OIL			
42898575	CASHEW OIL			
42898576	CEDRUS ATLANTICA BARK OIL			
42898577	CERVUS ELAPHUS HORN OIL			
42898578	CETEARETH-25			
42898579	CETEARETH-30			
42898580	CETEARETH-33			
42898581	CETEARETH-6			
42899647	Naphthalene			
42899648	Momordica balsamina immature fruit extract			
42899649	Momordica charantia fruit extract			
42898603	CHOLESTERYL STEARATE			
42898604	CHOLETH-20			
42898605	CHROMIUM CR-51			
42900071	sodium bromide			
42900072	Sodium succinate			
42900073	Solanum dulcamara flower extract			
42900074	Solanum dulcamara stem extract			
42900076	Solanum nigrum top extract			
42900077	Solidago canadensis flowering top extract			
42900078	Solidago virgaurea flowering top extract			
42900079	Terminalia chebula fruit extract			
42900080	Thuja occidentalis bark extract			
42900081	Thuja occidentalis leaf extract			
42900082	Thuja occidentalis leafy twig extract			
42900083	Thuja occidentalis root extract			
42900084	Thuja plicata leaf extract			
42900085	Thulium			
42900086	Sophora flavescens root extract			
42900087	Sorbate			
42900088	Sorghum bicolor pollen extract			
42900089	Sorghum bicolor stem juice			
42900092	Thymus vulgaris leaf extract			
42900093	Spearmint oil			
42900094	Tildipirosin			
42900095	Tilia cordata flower extract			
42900096	Tilia x europaea flower extract			
42900097	Spigelia anthelmia preparation			
42900099	Sulfaquinoxaline			
42900100	Titanium			
42900102	Spongia officinalis preparation			
42900103	Spongia officinalis skeleton extract			
42900105	Sulfur Iodide			
42900106	Tetradium ruticarpum fruit extract			
42900107	Tetrakis(1-isocyano-2-methoxy-2-methyl-propane)-copper(i) Tetrafluoroborate			
42900108	Tetrofosmin			
42900110	Teucrium scorodonia flowering top extract			
42900111	Staphylococcus aureus			
42899074	Epimedium grandiflorum top extract			
42899076	Dipsacus asper root extract			
42899077	Dipteryx odorata seed extract			
42899084	Ilex aquifolium flowering top extract			
42899085	Ilex aquifolium leaf extract			
42899086	Ilex paraguariensis leaf extract			
42899087	Ilex pubescens root extract			
42899091	Hydrogenated Palm Kernel Oil			
42899092	Hydrogenated Palm Oil			
42899624	Pfaffia paniculata root extract			
42899625	Phellodendron amurense bark extract			
42899626	Phellodendron chinensis bark extract			
42899627	Nymphaea alba flower extract			
42899628	Nymphaea caerulea flower extract			
42899157	Hamamelis virginiana root bark-stem bark extract			
42899158	Hamamelis virginiana top extract			
42899159	Hamamelis virginiana top water extract			
42899160	Hawthorn leaf with flower extract			
42899163	Hedera helix leaf extract			
42899164	Hedera helix top extract			
42899165	Hedychium coronarium root extract			
42899168	Helianthus annuus flowering top extract			
42899169	Helianthus annuus seed wax extract			
42899170	Helianthus annuus seedcake extract			
42899171	Helichrysum Italicum Flower Oil			
42899172	Helichrysum Italicum Flowering Top extract			
42899173	Helichrysum italicum flower extract			
42899176	Helleborus niger root extract			
42899177	Heloderma horridum venom			
42899178	Hemidesmus indicus root extract			
42900455	ornithogalum umbellatum flowering top extract			
42900457	pimagedine			
42900458	pine needle oil (pinus sylvestris)			
42900461	methyl lactate			
42900463	piperine			
42900465	methyl trimethicone			
42900466	methylene chloride			
42900467	Palladium			
42900468	Platinum			
42900469	metomidate			
42900470	indeloxazine			
42900471	indole			
42899600	Perilla frutescens fruit extract			
42899601	Perilla frutescens leaf extract			
42899602	Perilla frutescens seed extract			
42899604	Persea americana leaf extract			
42899605	Persea americana seed butter extract			
42899607	Persicaria tinctoria leaf extract			
42899608	Petiveria alliacea root extract			
42899613	Notopterygium franhetii root extract			
42899614	Notopterygium incisum root extract			
42899615	Papaver rhoeas flower extract			
42899616	Petroselinum crispum root extract			
42899617	Peucedanum ostruthium leaf extract			
42899618	Nuphar luteum root extract			
42899620	Nutmeg oil			
42899622	Paris polyphylla root extract			
42899623	Peumus boldus leaf extract			
42898612	Atractylodes lancea root extract			
42898614	Bacopa monniera leaf extract			
42898615	Balanites roxburghii seed oil			
42898617	Bambusa arundinacea leaf extract			
19032424	amineptin	Non-selective monoamine reuptake inhibitors	PSYCHOANALEPTICS	NERVOUS SYSTEM
42898618	Bambusa vulgaris leaf extract			
42898619	Bambusa vulgaris whole extract			
42898620	Bancha tea, leaf, twig preparation			
42898622	Baptisia tinctoria root extract			
42903835	ethanethiol			
42903836	Ethopabate			
42903837	Ethoxyquin			
42903838	ethyl acetate			
42903839	ethyl butyrate			
42903840	ethyl isovalerate			
42900490	meadowfoam oil			
42900491	mebrofenin			
42900494	gadolinium oxide			
42900495	lanthanum oxide			
42900496	lemon balm oil			
42900497	lemon oil			
42900498	lemon peel wax			
42900499	germanium dioxide			
42903550	MYRISTOYL-PALMITOYL OXOSTEARAMIDE-ARACHAMIDE MEA			
42900147	Sus scrofa hip joint preparation			
42904115	Guaiacum officinale resin extract			
42904116	Helianthemum nummularium flower extract			
42904117	HYPERICUM OIL			
42904118	Nutmeg extract			
42904119	Araneus diadematus preparation			
42904120	Pseudognaphalium luteoalbum leaf extract			
40175309	Paecilomyces variotii extract			
40163587	clorsulon			
19095269	epsiprantel			
40161960	pecan pollen extract			
40161964	lens scale pollen extract			
40166035	saxagliptin	Dipeptidyl peptidase 4 (DPP-4) inhibitors	DRUGS USED IN DIABETES	ALIMENTARY TRACT AND METABOLISM
40163731	ferumoxytol			
19048037	lumefantrine			
40167231	neurospora intermedia allergenic extract			
40163661	pneumococcal capsular polysaccharide type 1 vaccine			
40171641	Austrian pine pollen extract			
40175261	Penicillium camemberti allergenic extract			
40163690	pneumococcal capsular polysaccharide type 22F vaccine			
40163692	pneumococcal capsular polysaccharide type 23F vaccine			
40167156	Hydroxypropyl Chitosan			
40166675	telavancin	Glycopeptide antibacterials	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
40175884	sardine allergenic extract			
40175885	orris allergenic extract			
40175889	pumpkin allergenic extract			
40175898	oyster allergenic extract			
40175899	Pacific halibut allergenic extract			
40175900	polidocanol	Sclerosing agents for local injection	VASOPROTECTIVES	CARDIOVASCULAR SYSTEM
40175959	thyme allergenic extract			
40174020	Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine			
40166020	rimabotulinumtoxinB			
40161940	mesquite pollen extract			
40161944	palo verde pollen extract			
40161949	river birch pollen extract			
40161953	poverty weed pollen extract			
40171977	annual bluegrass pollen extract			
40171969	blueberry allergenic extract			
40172453	lentil allergenic extract			
40170582	coconut allergenic extract			
40172335	grapefruit allergenic extract			
40167025	Cladosporium cladosporioides extract			
40167029	cladosporium sphaerospermum allergenic extract			
40170416	chicken allergenic extract			
40170420	chicken feather extract			
40170438	avocado allergenic extract			
40170444	banana allergenic extract			
40172457	lettuce allergenic extract			
40172466	pear allergenic extract			
40172218	cumin allergenic extract			
40167582	ofatumumab	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
40161048	Aspergillus fumigatus extract			
40161052	Arroyo willow pollen extract			
40170299	Acacia longifolia pollen extract			
40172010	bur oak pollen extract			
40161845	house mouse skin extract			
40161849	nettle pollen extract			
40161896	orchard grass pollen extract			
42903551	GLUCAMINE			
42903552	cysteine, DL-			
42903553	VANILLYL BUTYL ETHER			
42903554	PENTAERYTHRITYL TETRACAPRYLATE-TETRACAPRATE			
42903555	chicken liver preparation			
42903556	Bos taurus cerebelum preparation			
42903557	1-hexadecene			
42903558	2-ETHYLAMINOETHANOL			
42903559	2-O-ETHYL ASCORBIC ACID			
42903560	ACETYL CARBOXYMETHYL COCOYL GLYCINE			
42903561	ACETYL TRIETHYLHEXYL CITRATE			
42903562	ALUMINUM CHLOROHYDREX PROPYLENE GLYCOL			
42903563	Artemisia abrotanum whole extract			
42903564	BIS-ETHYLHEXYL HYDROXYDIMETHOXY BENZYLMALONATE			
42903565	C30-45 ALKYL METHICONE			
42903566	calcium aluminosilicate			
42903567	Cladosiphon okamuranus preparation			
42903568	Corydalis yanhusuo tuber extract			
42903569	denatonium benzoate			
42903570	pear juice			
42903571	triheptanoin			
42903572	PLUMERIA EXTRACT			
42903573	PISTACIA LENTISCUS RESIN			
42903574	methyl heptine carbonate			
42903575	ISOAMYL LAURATE			
42903863	semduramicin			
42903864	pseudopterogorgia elisabethae extract			
42903865	DL-Lactic Acid			
19055378	Potassium hydroxyquinoline sulfate			
19076785	Potassium tartrate			
940004	sodium thiosulfate			
940535	sulconazole	Imidazole and triazole derivatives	ANTIFUNGALS FOR DERMATOLOGICAL USE	DERMATOLOGICALS
1578181	somatrem	Somatropin and somatropin agonists	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
19038464	soy protein isolate			
954036	propylhexedrine			
19058055	bifemelane	Other antidepressants	PSYCHOANALEPTICS	NERVOUS SYSTEM
19037560	bifonazole	Imidazole and triazole derivatives	ANTIFUNGALS FOR DERMATOLOGICAL USE	DERMATOLOGICALS
19049410	chloroprocaine	Esters of aminobenzoic acid	ANESTHETICS	NERVOUS SYSTEM
19049437	chloropyramine	Substituted ethylene diamines	ANTIHISTAMINES FOR SYSTEMIC USE	RESPIRATORY SYSTEM
949453	chloroxine			
731188	quazepam	Benzodiazepine derivatives	PSYCHOLEPTICS	NERVOUS SYSTEM
766814	quetiapine	Diazepines, oxazepines, thiazepines and oxepines	PSYCHOLEPTICS	NERVOUS SYSTEM
943116	trolamine salicylate			
19101679	tromantadine	Cyclic amines	ANTIVIRALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19101712	tropatepine	Tertiary amines	ANTI-PARKINSON DRUGS	NERVOUS SYSTEM
19002800	tropisetron	Serotonin (5HT3) antagonists	ANTIEMETICS AND ANTINAUSEANTS	ALIMENTARY TRACT AND METABOLISM
1759455	Pyrazinamide	Combinations of drugs for treatment of tuberculosis	ANTIMYCOBACTERIALS	ANTIINFECTIVES FOR SYSTEMIC USE
19047071	Pivampicillin	Penicillins with extended spectrum	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19100629	Skullcap preparation			
19136044	Sisomicin	Other aminoglycosides	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19136046	Sitosterols			
935390	resorcinol	Other antiinfectives	OPHTHALMOLOGICALS	SENSORY ORGANS
19044522	Zinc Sulfate	Zinc	MINERAL SUPPLEMENTS	ALIMENTARY TRACT AND METABOLISM
19135846	calcium sulfide			
19089891	calfactant			
19040527	camylofine	Synthetic anticholinergics, esters with tertiary amino group	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	ALIMENTARY TRACT AND METABOLISM
19036545	rosoxacin	Other quinolones	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
1510813	rosuvastatin	HMG CoA reductase inhibitors	LIPID MODIFYING AGENTS	CARDIOVASCULAR SYSTEM
1525215	pioglitazone	Thiazolidinediones	DRUGS USED IN DIABETES	ALIMENTARY TRACT AND METABOLISM
19034275	bambuterol	Selective beta-2-adrenoreceptor agonists	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	RESPIRATORY SYSTEM
1708748	Zanamivir	Neuraminidase inhibitors	ANTIVIRALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
1343914	zeaxanthin			
1147878	zileuton			
19029547	proxyphylline	Xanthines	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	RESPIRATORY SYSTEM
19097999	pyrisuccideanol	Other psychostimulants and nootropics	PSYCHOANALEPTICS	NERVOUS SYSTEM
931035	pyrithione			
40161906	red alder pollen extract			
40162187	tobacco leaf extract			
40162196	salt cedar pollen			
40162200	salt cedar pollen extract			
40172838	vanilla bean allergenic extract			
40172846	watermelon allergenic extract			
40172048	chesnut oak pollen extract			
40162078	western waterhemp pollen extract			
40162079	sunflower pollen extract			
40162083	sweet gum pollen extract			
40162112	wheat smut allergenic extract			
40162152	wormwood sage pollen extract			
40171925	bitternut hickory pollen extract			
40173567	Alternaria alternata allergenic extract			
40171580	Allscale pollen extract			
40172594	swordfish allergenic extract			
40172600	rice allergenic extract			
40172606	tamarack pollen extract			
40161064	Australian pine pollen extract			
40161071	boswellia preparation			
40161077	Bahia grass pollen extract			
40161082	Bermuda grass pollen extract			
40171826	WHEAT DEXTRIN			
40167083	Helminthosporium solani allergenic extract			
40170475	dog hair extract			
40170483	dog skin extract			
40171179	white-tailed deer hair extract			
40171183	wine grape allergenic extract			
40167646	Fusarium oxysporum vasinfectum extract			
40167658	rabbit skin extract			
40167666	wheat pollen extract			
40172317	mustard greens allergenic extract			
